grams,yardage,yarn_weight_wpi,ratio
40.0,191.0,14,4.775
50.0,164.0,12,3.28
100.0,170.0,7,1.7
50.0,87.0,8,1.74
50.0,130.0,11,2.6
50.0,153.0,11,3.06
50.0,136.0,7,2.72
50.0,109.0,8,2.18
100.0,437.0,14,4.37
50.0,109.0,11,2.18
50.0,110.0,11,2.2
100.0,307.0,11,3.07
50.0,176.0,12,3.52
50.0,109.0,9,2.18
100.0,332.0,11,3.32
100.0,437.0,14,4.37
150.0,450.0,11,3.0
100.0,244.0,11,2.44
100.0,400.0,14,4.0
100.0,400.0,14,4.0
115.0,280.0,11,2.4347826086956523
100.0,438.0,14,4.38
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,231.0,11,2.31
115.0,330.0,12,2.869565217391304
100.0,246.0,11,2.46
100.0,245.0,11,2.45
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,390.0,14,3.9
100.0,197.0,9,1.97
100.0,438.0,14,4.38
113.0,184.0,8,1.6283185840707965
100.0,400.0,14,4.0
100.0,219.0,11,2.19
100.0,245.0,11,2.45
100.0,357.0,14,3.57
100.0,400.0,14,4.0
115.0,280.0,11,2.4347826086956523
100.0,274.0,12,2.74
100.0,394.0,14,3.94
150.0,426.0,12,2.84
50.0,111.0,9,2.22
100.0,438.0,14,4.38
100.0,463.0,14,4.63
100.0,175.0,8,1.75
100.0,400.0,14,4.0
100.0,400.0,14,4.0
115.0,370.0,14,3.217391304347826
100.0,400.0,14,4.0
100.0,191.0,9,1.91
100.0,432.0,14,4.32
124.0,280.0,11,2.2580645161290325
100.0,225.0,11,2.25
100.0,231.0,11,2.31
100.0,251.0,11,2.51
100.0,437.0,14,4.37
50.0,135.0,11,2.7
100.0,437.0,14,4.37
100.0,230.0,11,2.3
100.0,437.0,14,4.37
50.0,222.0,14,4.44
100.0,437.0,14,4.37
100.0,406.0,14,4.06
100.0,437.0,14,4.37
14.0,50.0,11,3.5714285714285716
100.0,437.0,14,4.37
100.0,420.0,14,4.2
50.0,147.0,11,2.94
100.0,465.0,14,4.65
100.0,400.0,14,4.0
100.0,246.0,12,2.46
100.0,420.0,14,4.2
113.0,260.0,11,2.3008849557522124
100.0,410.0,9,4.1
100.0,400.0,14,4.0
100.0,218.0,9,2.18
100.0,220.0,11,2.2
200.0,353.0,8,1.765
255.0,740.0,9,2.9019607843137254
1000.0,2405.0,9,2.405
56.0,205.0,12,3.6607142857142856
100.0,492.0,14,4.92
100.0,278.0,11,2.78
114.0,420.0,14,3.6842105263157894
50.0,88.0,7,1.76
100.0,220.0,11,2.2
100.0,405.0,14,4.05
100.0,437.0,14,4.37
50.0,114.0,12,2.28
50.0,109.0,7,2.18
40.0,99.0,7,2.475
100.0,306.0,12,3.06
100.0,273.0,11,2.73
100.0,219.0,9,2.19
50.0,55.0,7,1.1
225.0,1120.0,14,4.977777777777778
100.0,437.0,14,4.37
50.0,110.0,8,2.2
50.0,167.0,11,3.34
50.0,104.0,9,2.08
100.0,399.0,14,3.99
50.0,246.0,12,4.92
50.0,218.0,14,4.36
50.0,219.0,14,4.38
227.0,490.0,8,2.158590308370044
40.0,107.0,11,2.675
50.0,229.0,14,4.58
50.0,98.0,8,1.96
100.0,131.0,7,1.31
50.0,90.0,8,1.8
40.0,161.0,9,4.025
50.0,184.0,12,3.68
50.0,100.0,8,2.0
150.0,476.0,11,3.1733333333333333
100.0,459.0,14,4.59
50.0,93.0,9,1.86
100.0,270.0,12,2.7
50.0,95.0,8,1.9
50.0,219.0,14,4.38
50.0,109.0,8,2.18
50.0,137.0,14,2.74
113.0,434.0,14,3.84070796460177
100.0,120.0,8,1.2
100.0,464.0,14,4.64
50.0,109.0,11,2.18
100.0,230.0,9,2.3
100.0,148.0,7,1.48
50.0,109.0,7,2.18
50.0,136.0,11,2.72
150.0,426.0,11,2.84
50.0,110.0,7,2.2
50.0,93.0,8,1.86
50.0,164.0,12,3.28
100.0,136.0,7,1.36
100.0,170.0,7,1.7
100.0,130.0,7,1.3
50.0,137.0,11,2.74
50.0,230.0,14,4.6
50.0,186.0,12,3.72
30.0,91.0,9,3.033333333333333
50.0,92.0,9,1.84
350.0,956.0,9,2.7314285714285713
40.0,175.0,14,4.375
25.0,137.0,7,5.48
200.0,430.0,8,2.15
50.0,196.0,12,3.92
100.0,175.0,7,1.75
50.0,126.0,11,2.52
100.0,191.0,9,1.91
50.0,49.0,7,0.98
50.0,146.0,11,2.92
100.0,218.0,8,2.18
50.0,164.0,9,3.28
50.0,66.0,7,1.32
113.0,154.0,7,1.3628318584070795
100.0,182.0,8,1.82
100.0,218.0,9,2.18
50.0,137.0,11,2.74
50.0,185.0,14,3.7
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,459.0,14,4.59
100.0,465.0,14,4.65
100.0,400.0,14,4.0
110.0,421.0,14,3.827272727272727
100.0,465.0,14,4.65
120.0,401.0,14,3.341666666666667
100.0,436.0,14,4.36
100.0,465.0,14,4.65
100.0,182.0,8,1.82
100.0,395.0,14,3.95
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,317.0,12,3.17
100.0,178.0,9,1.78
50.0,95.0,11,1.9
100.0,218.0,9,2.18
100.0,215.0,9,2.15
50.0,197.0,14,3.94
100.0,399.0,14,3.99
100.0,202.0,9,2.02
100.0,210.0,9,2.1
115.0,420.0,14,3.652173913043478
100.0,437.0,14,4.37
100.0,440.0,14,4.4
100.0,460.0,14,4.6
100.0,399.0,14,3.99
50.0,200.0,12,4.0
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,181.0,8,1.81
100.0,180.0,9,1.8
100.0,339.0,12,3.39
100.0,350.0,12,3.5
100.0,400.0,14,4.0
100.0,400.0,14,4.0
50.0,119.0,11,2.38
114.0,150.0,7,1.3157894736842106
56.0,180.0,11,3.2142857142857144
50.0,95.0,8,1.9
100.0,220.0,11,2.2
100.0,218.0,11,2.18
100.0,400.0,14,4.0
85.0,80.0,7,0.9411764705882353
50.0,164.0,8,3.28
50.0,136.0,9,2.72
100.0,372.0,11,3.72
50.0,121.0,11,2.42
100.0,400.0,14,4.0
100.0,130.0,7,1.3
113.0,380.0,12,3.3628318584070795
125.0,380.0,12,3.04
25.0,73.0,9,2.92
100.0,232.0,9,2.32
104.0,205.0,8,1.9711538461538463
115.0,430.0,14,3.739130434782609
100.0,230.0,8,2.3
70.0,160.0,9,2.2857142857142856
50.0,104.0,7,2.08
50.0,109.0,9,2.18
100.0,437.0,14,4.37
100.0,328.0,12,3.28
100.0,219.0,7,2.19
100.0,274.0,12,2.74
100.0,240.0,12,2.4
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,437.0,14,4.37
50.0,230.0,14,4.6
100.0,278.0,9,2.78
50.0,164.0,14,3.28
50.0,131.0,11,2.62
50.0,153.0,12,3.06
100.0,459.0,14,4.59
150.0,568.0,14,3.7866666666666666
100.0,219.0,8,2.19
50.0,273.0,8,5.46
50.0,165.0,14,3.3
100.0,153.0,8,1.53
43.0,93.0,8,2.1627906976744184
150.0,218.0,11,1.4533333333333334
25.0,230.0,12,9.2
50.0,109.0,11,2.18
50.0,131.0,7,2.62
100.0,399.0,14,3.99
100.0,394.0,11,3.94
100.0,459.0,14,4.59
100.0,140.0,8,1.4
114.0,420.0,14,3.6842105263157894
100.0,430.0,14,4.3
50.0,123.0,9,2.46
50.0,170.0,14,3.4
50.0,125.0,11,2.5
100.0,437.0,14,4.37
50.0,71.0,7,1.42
100.0,208.0,7,2.08
50.0,87.0,7,1.74
200.0,361.0,8,1.805
125.0,109.0,7,0.872
100.0,262.0,11,2.62
100.0,164.0,8,1.64
50.0,109.0,11,2.18
50.0,131.0,11,2.62
100.0,174.0,9,1.74
50.0,110.0,9,2.2
50.0,49.0,7,0.98
50.0,98.0,8,1.96
50.0,88.0,8,1.76
50.0,129.0,11,2.58
50.0,160.0,11,3.2
50.0,241.0,14,4.82
250.0,875.0,12,3.5
50.0,155.0,9,3.1
50.0,191.0,14,3.82
50.0,115.0,9,2.3
50.0,125.0,11,2.5
100.0,510.0,14,5.1
200.0,697.0,11,3.485
50.0,235.0,14,4.7
50.0,82.0,9,1.64
50.0,257.0,9,5.14
100.0,273.0,11,2.73
50.0,164.0,8,3.28
50.0,219.0,14,4.38
50.0,164.0,7,3.28
50.0,93.0,11,1.86
50.0,241.0,11,4.82
50.0,185.0,9,3.7
50.0,153.0,12,3.06
100.0,280.0,8,2.8
50.0,131.0,9,2.62
50.0,75.0,8,1.5
50.0,120.0,9,2.4
40.0,132.0,11,3.3
100.0,437.0,14,4.37
113.0,140.0,7,1.238938053097345
113.0,360.0,12,3.185840707964602
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,383.0,14,3.83
100.0,232.0,11,2.32
100.0,219.0,9,2.19
100.0,412.0,14,4.12
100.0,437.0,14,4.37
100.0,182.0,8,1.82
100.0,241.0,11,2.41
100.0,435.0,14,4.35
100.0,230.0,11,2.3
100.0,437.0,14,4.37
100.0,459.0,14,4.59
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,394.0,14,3.94
100.0,459.0,14,4.59
100.0,230.0,11,2.3
100.0,437.0,14,4.37
100.0,220.0,9,2.2
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,439.0,14,4.39
100.0,383.0,12,3.83
115.0,420.0,14,3.652173913043478
100.0,400.0,14,4.0
100.0,438.0,14,4.38
400.0,574.0,9,1.435
100.0,438.0,14,4.38
50.0,153.0,11,3.06
100.0,246.0,11,2.46
100.0,180.0,8,1.8
100.0,312.0,12,3.12
200.0,200.0,7,1.0
100.0,410.0,14,4.1
100.0,400.0,14,4.0
114.0,280.0,9,2.456140350877193
100.0,394.0,14,3.94
100.0,400.0,14,4.0
100.0,400.0,14,4.0
115.0,410.0,14,3.5652173913043477
454.0,1680.0,11,3.700440528634361
234.0,600.0,9,2.5641025641025643
100.0,200.0,9,2.0
50.0,154.0,11,3.08
300.0,820.0,11,2.7333333333333334
100.0,218.0,9,2.18
100.0,372.0,12,3.72
50.0,109.0,8,2.18
454.0,2000.0,14,4.405286343612334
100.0,440.0,12,4.4
100.0,333.0,14,3.33
95.0,420.0,14,4.421052631578948
50.0,82.0,8,1.64
50.0,85.0,8,1.7
50.0,110.0,11,2.2
150.0,410.0,12,2.7333333333333334
100.0,328.0,12,3.28
100.0,164.0,8,1.64
50.0,100.0,9,2.0
40.0,44.0,7,1.1
50.0,131.0,11,2.62
12.0,45.0,14,3.75
100.0,251.0,11,2.51
100.0,246.0,11,2.46
100.0,240.0,11,2.4
95.0,325.0,12,3.4210526315789473
100.0,141.0,7,1.41
50.0,170.0,12,3.4
100.0,370.0,12,3.7
100.0,240.0,9,2.4
100.0,462.0,14,4.62
113.0,70.0,7,0.6194690265486725
50.0,131.0,12,2.62
40.0,124.0,12,3.1
50.0,120.0,11,2.4
100.0,437.0,14,4.37
100.0,262.0,11,2.62
250.0,987.0,14,3.948
50.0,98.0,9,1.96
50.0,140.0,14,2.8
100.0,459.0,14,4.59
100.0,164.0,7,1.64
50.0,104.0,8,2.08
50.0,93.0,11,1.86
50.0,71.0,7,1.42
50.0,100.0,7,2.0
454.0,1145.0,8,2.5220264317180616
50.0,180.0,11,3.6
50.0,136.0,9,2.72
100.0,170.0,7,1.7
50.0,84.0,8,1.68
50.0,230.0,14,4.6
50.0,137.0,9,2.74
100.0,382.0,12,3.82
50.0,208.0,14,4.16
100.0,142.0,7,1.42
50.0,256.0,12,5.12
50.0,76.0,7,1.52
100.0,440.0,14,4.4
50.0,220.0,14,4.4
50.0,164.0,12,3.28
100.0,295.0,11,2.95
50.0,66.0,7,1.32
50.0,109.0,7,2.18
50.0,185.0,11,3.7
100.0,344.0,12,3.44
50.0,126.0,12,2.52
100.0,317.0,11,3.17
100.0,295.0,11,2.95
50.0,87.0,7,1.74
150.0,804.0,14,5.36
40.0,91.0,8,2.275
100.0,510.0,11,5.1
50.0,109.0,11,2.18
30.0,119.0,12,3.966666666666667
50.0,131.0,8,2.62
50.0,121.0,8,2.42
50.0,98.0,9,1.96
50.0,136.0,11,2.72
100.0,124.0,7,1.24
50.0,136.0,7,2.72
200.0,744.0,11,3.72
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,459.0,14,4.59
100.0,437.0,14,4.37
100.0,230.0,11,2.3
100.0,245.0,11,2.45
100.0,240.0,11,2.4
100.0,325.0,11,3.25
100.0,246.0,11,2.46
100.0,218.0,9,2.18
100.0,435.0,14,4.35
100.0,246.0,11,2.46
20.0,80.0,14,4.0
119.0,220.0,7,1.8487394957983194
150.0,377.0,11,2.513333333333333
100.0,246.0,11,2.46
100.0,400.0,14,4.0
100.0,437.0,14,4.37
50.0,120.0,11,2.4
100.0,246.0,11,2.46
100.0,438.0,14,4.38
100.0,328.0,12,3.28
100.0,438.0,14,4.38
110.0,250.0,11,2.272727272727273
115.0,420.0,14,3.652173913043478
100.0,273.0,12,2.73
100.0,437.0,14,4.37
100.0,399.0,14,3.99
55.0,100.0,8,1.8181818181818181
100.0,437.0,14,4.37
100.0,438.0,14,4.38
115.0,250.0,12,2.1739130434782608
115.0,197.0,8,1.7130434782608697
100.0,415.0,14,4.15
100.0,437.0,14,4.37
115.0,420.0,14,3.652173913043478
113.0,252.0,11,2.230088495575221
100.0,437.0,14,4.37
100.0,400.0,14,4.0
110.0,435.0,14,3.9545454545454546
100.0,370.0,14,3.7
114.0,210.0,8,1.8421052631578947
100.0,437.0,14,4.37
200.0,459.0,11,2.295
115.0,420.0,14,3.652173913043478
100.0,437.0,14,4.37
110.0,375.0,14,3.409090909090909
50.0,150.0,11,3.0
100.0,231.0,11,2.31
100.0,400.0,14,4.0
113.0,250.0,8,2.2123893805309733
50.0,137.0,11,2.74
100.0,459.0,14,4.59
114.0,205.0,8,1.7982456140350878
100.0,437.0,14,4.37
100.0,437.0,14,4.37
115.0,420.0,14,3.652173913043478
100.0,218.0,9,2.18
113.0,250.0,9,2.2123893805309733
50.0,164.0,11,3.28
50.0,100.0,11,2.0
40.0,164.0,12,4.1
100.0,437.0,14,4.37
100.0,435.0,14,4.35
50.0,218.0,14,4.36
50.0,164.0,12,3.28
50.0,137.0,11,2.74
110.0,440.0,14,4.0
50.0,195.0,14,3.9
50.0,136.0,12,2.72
100.0,325.0,12,3.25
50.0,100.0,9,2.0
150.0,410.0,11,2.7333333333333334
100.0,425.0,14,4.25
113.0,375.0,14,3.3185840707964602
50.0,159.0,12,3.18
50.0,109.0,7,2.18
50.0,82.0,8,1.64
221.0,205.0,7,0.9276018099547512
113.0,216.0,9,1.9115044247787611
85.0,220.0,7,2.588235294117647
50.0,175.0,14,3.5
150.0,525.0,11,3.5
50.0,176.0,14,3.52
100.0,437.0,14,4.37
150.0,656.0,12,4.373333333333333
50.0,93.0,8,1.86
100.0,317.0,12,3.17
100.0,410.0,14,4.1
50.0,131.0,11,2.62
50.0,197.0,14,3.94
100.0,273.0,8,2.73
100.0,328.0,11,3.28
40.0,153.0,11,3.825
150.0,437.0,11,2.9133333333333336
100.0,437.0,14,4.37
50.0,126.0,11,2.52
150.0,310.0,11,2.066666666666667
50.0,124.0,9,2.48
100.0,329.0,12,3.29
50.0,137.0,11,2.74
113.0,295.0,9,2.6106194690265485
50.0,109.0,9,2.18
50.0,164.0,12,3.28
50.0,115.0,11,2.3
50.0,109.0,8,2.18
50.0,63.0,8,1.26
50.0,125.0,11,2.5
100.0,262.0,11,2.62
113.0,250.0,11,2.2123893805309733
50.0,224.0,14,4.48
100.0,459.0,14,4.59
125.0,547.0,11,4.376
85.0,161.0,9,1.8941176470588235
100.0,120.0,7,1.2
50.0,66.0,7,1.32
150.0,410.0,9,2.7333333333333334
100.0,418.0,12,4.18
25.0,97.0,14,3.88
100.0,350.0,11,3.5
100.0,164.0,8,1.64
100.0,176.0,7,1.76
100.0,190.0,11,1.9
100.0,220.0,8,2.2
100.0,250.0,11,2.5
113.0,440.0,14,3.893805309734513
50.0,87.0,9,1.74
100.0,437.0,14,4.37
100.0,240.0,8,2.4
50.0,175.0,12,3.5
100.0,437.0,14,4.37
50.0,202.0,14,4.04
50.0,98.0,11,1.96
100.0,300.0,11,3.0
50.0,120.0,8,2.4
50.0,125.0,11,2.5
50.0,115.0,8,2.3
25.0,76.0,11,3.04
50.0,154.0,12,3.08
100.0,219.0,9,2.19
50.0,62.0,7,1.24
100.0,400.0,14,4.0
50.0,77.0,7,1.54
100.0,306.0,11,3.06
50.0,100.0,9,2.0
50.0,105.0,9,2.1
50.0,109.0,8,2.18
50.0,186.0,12,3.72
50.0,148.0,12,2.96
100.0,186.0,8,1.86
50.0,104.0,8,2.08
40.0,78.0,8,1.95
50.0,85.0,8,1.7
100.0,231.0,11,2.31
100.0,231.0,11,2.31
100.0,231.0,11,2.31
100.0,231.0,11,2.31
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,439.0,14,4.39
110.0,451.0,14,4.1
115.0,283.0,12,2.4608695652173913
100.0,438.0,14,4.38
100.0,437.0,14,4.37
50.0,230.0,14,4.6
100.0,459.0,14,4.59
100.0,280.0,11,2.8
100.0,437.0,14,4.37
115.0,390.0,12,3.391304347826087
100.0,273.0,11,2.73
100.0,287.0,12,2.87
100.0,230.0,11,2.3
160.0,340.0,11,2.125
100.0,399.0,14,3.99
100.0,218.0,9,2.18
115.0,200.0,9,1.7391304347826086
100.0,437.0,14,4.37
115.0,249.0,11,2.1652173913043478
100.0,210.0,9,2.1
100.0,435.0,14,4.35
100.0,400.0,14,4.0
100.0,166.0,9,1.66
113.0,230.0,9,2.0353982300884956
115.0,150.0,8,1.3043478260869565
100.0,231.0,11,2.31
100.0,360.0,11,3.6
250.0,698.0,11,2.792
100.0,210.0,9,2.1
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,459.0,14,4.59
113.0,275.0,11,2.433628318584071
100.0,437.0,14,4.37
100.0,420.0,14,4.2
100.0,180.0,9,1.8
113.0,210.0,8,1.8584070796460177
100.0,439.0,14,4.39
114.0,430.0,14,3.7719298245614037
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,250.0,11,2.5
100.0,245.0,11,2.45
100.0,438.0,14,4.38
100.0,246.0,11,2.46
100.0,220.0,8,2.2
50.0,131.0,9,2.62
100.0,218.0,9,2.18
200.0,809.0,12,4.045
100.0,400.0,14,4.0
100.0,431.0,14,4.31
100.0,197.0,8,1.97
110.0,400.0,14,3.6363636363636362
100.0,437.0,14,4.37
100.0,262.0,11,2.62
200.0,500.0,11,2.5
100.0,450.0,14,4.5
250.0,1000.0,14,4.0
50.0,186.0,14,3.72
50.0,164.0,11,3.28
100.0,279.0,11,2.79
25.0,219.0,12,8.76
100.0,400.0,14,4.0
113.0,210.0,8,1.8584070796460177
100.0,437.0,14,4.37
100.0,219.0,11,2.19
100.0,437.0,14,4.37
100.0,289.0,11,2.89
100.0,437.0,14,4.37
150.0,344.0,9,2.2933333333333334
50.0,186.0,11,3.72
50.0,175.0,14,3.5
100.0,180.0,8,1.8
50.0,180.0,14,3.6
50.0,131.0,11,2.62
340.0,608.0,9,1.7882352941176471
198.0,270.0,7,1.3636363636363635
100.0,328.0,9,3.28
50.0,200.0,14,4.0
100.0,210.0,8,2.1
50.0,105.0,8,2.1
100.0,109.0,7,1.09
50.0,164.0,14,3.28
226.0,325.0,8,1.4380530973451326
100.0,224.0,8,2.24
100.0,137.0,7,1.37
100.0,230.0,12,2.3
150.0,410.0,12,2.7333333333333334
112.0,330.0,12,2.9464285714285716
50.0,107.0,9,2.14
100.0,440.0,14,4.4
50.0,180.0,14,3.6
100.0,399.0,14,3.99
100.0,400.0,14,4.0
50.0,180.0,9,3.6
50.0,180.0,11,3.6
100.0,459.0,14,4.59
50.0,240.0,12,4.8
50.0,164.0,11,3.28
100.0,306.0,8,3.06
200.0,722.0,12,3.61
90.0,157.0,8,1.7444444444444445
50.0,68.0,7,1.36
150.0,410.0,12,2.7333333333333334
100.0,219.0,8,2.19
100.0,175.0,8,1.75
50.0,145.0,12,2.9
100.0,380.0,12,3.8
50.0,131.0,8,2.62
50.0,109.0,9,2.18
50.0,136.0,11,2.72
100.0,145.0,7,1.45
50.0,142.0,12,2.84
100.0,130.0,8,1.3
100.0,320.0,11,3.2
50.0,131.0,9,2.62
50.0,95.0,8,1.9
50.0,87.0,8,1.74
50.0,123.0,12,2.46
50.0,164.0,8,3.28
50.0,197.0,12,3.94
50.0,120.0,11,2.4
100.0,366.0,14,3.66
50.0,229.0,14,4.58
100.0,400.0,12,4.0
50.0,93.0,7,1.86
100.0,273.0,11,2.73
50.0,229.0,14,4.58
100.0,240.0,9,2.4
28.0,88.0,9,3.142857142857143
100.0,234.0,11,2.34
50.0,87.0,7,1.74
50.0,219.0,14,4.38
50.0,148.0,8,2.96
50.0,230.0,14,4.6
100.0,328.0,9,3.28
100.0,394.0,12,3.94
50.0,82.0,9,1.64
80.0,92.0,7,1.15
50.0,164.0,12,3.28
150.0,600.0,14,4.0
100.0,250.0,11,2.5
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,437.0,14,4.37
115.0,427.0,14,3.7130434782608694
100.0,437.0,14,4.37
100.0,230.0,11,2.3
100.0,245.0,11,2.45
100.0,437.0,14,4.37
100.0,106.0,7,1.06
100.0,430.0,14,4.3
100.0,399.0,14,3.99
50.0,109.0,8,2.18
100.0,399.0,14,3.99
100.0,197.0,11,1.97
100.0,400.0,14,4.0
100.0,437.0,14,4.37
115.0,130.0,7,1.1304347826086956
100.0,400.0,14,4.0
100.0,382.0,14,3.82
100.0,437.0,14,4.37
100.0,390.0,14,3.9
100.0,195.0,9,1.95
100.0,432.0,14,4.32
100.0,274.0,11,2.74
115.0,378.0,14,3.2869565217391306
50.0,76.0,8,1.52
100.0,382.0,14,3.82
50.0,118.0,11,2.36
100.0,400.0,14,4.0
40.0,105.0,11,2.625
115.0,210.0,8,1.826086956521739
100.0,245.0,12,2.45
100.0,437.0,14,4.37
113.0,496.0,14,4.389380530973451
25.0,88.0,11,3.52
200.0,357.0,11,1.785
100.0,220.0,9,2.2
100.0,400.0,14,4.0
114.0,280.0,12,2.456140350877193
100.0,425.0,14,4.25
100.0,328.0,12,3.28
100.0,400.0,14,4.0
100.0,438.0,14,4.38
100.0,435.0,14,4.35
100.0,197.0,8,1.97
100.0,437.0,14,4.37
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,459.0,14,4.59
113.0,434.0,14,3.84070796460177
100.0,265.0,12,2.65
100.0,218.0,9,2.18
50.0,110.0,11,2.2
50.0,137.0,9,2.74
50.0,112.0,9,2.24
50.0,137.0,12,2.74
100.0,459.0,14,4.59
100.0,434.0,14,4.34
100.0,400.0,12,4.0
100.0,317.0,12,3.17
100.0,197.0,8,1.97
200.0,634.0,12,3.17
200.0,437.0,11,2.185
50.0,115.0,8,2.3
50.0,82.0,8,1.64
100.0,200.0,9,2.0
150.0,273.0,9,1.82
226.0,600.0,12,2.6548672566371683
50.0,154.0,12,3.08
56.0,130.0,11,2.3214285714285716
150.0,585.0,11,3.9
100.0,326.0,12,3.26
100.0,393.0,11,3.93
100.0,319.0,11,3.19
50.0,328.0,8,6.56
50.0,230.0,14,4.6
200.0,700.0,12,3.5
50.0,90.0,8,1.8
100.0,273.0,11,2.73
100.0,220.0,9,2.2
50.0,137.0,8,2.74
100.0,410.0,12,4.1
14.0,61.0,14,4.357142857142857
150.0,427.0,12,2.8466666666666667
50.0,88.0,8,1.76
100.0,437.0,14,4.37
100.0,328.0,12,3.28
120.0,165.0,7,1.375
150.0,660.0,12,4.4
50.0,109.0,11,2.18
100.0,109.0,7,1.09
50.0,246.0,14,4.92
40.0,87.0,9,2.175
50.0,121.0,11,2.42
150.0,270.0,8,1.8
115.0,400.0,14,3.4782608695652173
300.0,850.0,8,2.8333333333333335
50.0,136.0,11,2.72
100.0,410.0,14,4.1
50.0,163.0,9,3.26
50.0,160.0,11,3.2
50.0,142.0,12,2.84
100.0,459.0,14,4.59
100.0,328.0,11,3.28
100.0,264.0,9,2.64
100.0,208.0,8,2.08
50.0,137.0,11,2.74
100.0,197.0,7,1.97
50.0,109.0,7,2.18
50.0,114.0,8,2.28
50.0,180.0,12,3.6
50.0,120.0,9,2.4
50.0,148.0,8,2.96
50.0,105.0,8,2.1
50.0,164.0,14,3.28
100.0,186.0,8,1.86
113.0,272.0,9,2.4070796460176993
50.0,137.0,11,2.74
100.0,383.0,11,3.83
100.0,328.0,8,3.28
56.0,230.0,12,4.107142857142857
10.0,46.0,14,4.6
50.0,137.0,12,2.74
50.0,191.0,14,3.82
50.0,80.0,8,1.6
50.0,65.0,7,1.3
100.0,142.0,7,1.42
100.0,180.0,8,1.8
50.0,130.0,12,2.6
50.0,109.0,7,2.18
50.0,61.0,8,1.22
124.0,165.0,8,1.3306451612903225
50.0,115.0,14,2.3
25.0,104.0,12,4.16
50.0,115.0,11,2.3
50.0,100.0,11,2.0
100.0,142.0,7,1.42
100.0,456.0,12,4.56
50.0,142.0,9,2.84
50.0,120.0,9,2.4
115.0,399.0,14,3.4695652173913043
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,246.0,11,2.46
130.0,371.0,12,2.853846153846154
100.0,220.0,9,2.2
115.0,250.0,11,2.1739130434782608
100.0,437.0,14,4.37
115.0,433.0,14,3.765217391304348
100.0,400.0,14,4.0
50.0,219.0,14,4.38
100.0,390.0,14,3.9
100.0,340.0,12,3.4
100.0,231.0,11,2.31
114.0,420.0,14,3.6842105263157894
100.0,400.0,14,4.0
100.0,438.0,14,4.38
100.0,243.0,11,2.43
115.0,425.0,14,3.6956521739130435
42.0,200.0,14,4.761904761904762
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,436.0,14,4.36
100.0,399.0,14,3.99
115.0,408.0,14,3.5478260869565217
100.0,215.0,11,2.15
113.0,200.0,9,1.7699115044247788
100.0,435.0,14,4.35
150.0,656.0,14,4.373333333333333
113.0,225.0,9,1.991150442477876
100.0,394.0,14,3.94
114.0,280.0,9,2.456140350877193
100.0,364.0,14,3.64
115.0,210.0,9,1.826086956521739
100.0,231.0,11,2.31
100.0,246.0,11,2.46
100.0,109.0,8,1.09
50.0,120.0,11,2.4
113.0,434.0,14,3.84070796460177
113.0,250.0,9,2.2123893805309733
150.0,525.0,14,3.5
100.0,436.0,14,4.36
50.0,164.0,9,3.28
100.0,437.0,14,4.37
18.0,55.0,14,3.0555555555555554
100.0,399.0,14,3.99
50.0,306.0,14,6.12
100.0,131.0,7,1.31
57.0,220.0,14,3.8596491228070176
100.0,383.0,14,3.83
50.0,328.0,11,6.56
100.0,400.0,14,4.0
100.0,400.0,14,4.0
72.0,193.0,11,2.6805555555555554
50.0,137.0,9,2.74
100.0,437.0,14,4.37
50.0,126.0,11,2.52
50.0,60.0,7,1.2
113.0,185.0,8,1.6371681415929205
100.0,357.0,14,3.57
57.0,156.0,11,2.736842105263158
100.0,260.0,12,2.6
25.0,125.0,11,5.0
120.0,383.0,12,3.191666666666667
50.0,230.0,14,4.6
100.0,92.0,8,0.92
50.0,80.0,8,1.6
100.0,186.0,8,1.86
113.0,440.0,14,3.893805309734513
50.0,137.0,8,2.74
100.0,219.0,9,2.19
100.0,180.0,8,1.8
50.0,120.0,11,2.4
50.0,175.0,9,3.5
50.0,218.0,8,4.36
50.0,114.0,11,2.28
100.0,435.0,14,4.35
100.0,186.0,8,1.86
100.0,218.0,9,2.18
50.0,142.0,12,2.84
50.0,115.0,8,2.3
50.0,197.0,12,3.94
