grams,yardage,yarn_weight_wpi,ratio
100.0,219.0,11,2.19
100.0,230.0,11,2.3
100.0,437.0,14,4.37
100.0,375.0,14,3.75
100.0,328.0,12,3.28
100.0,182.0,8,1.82
50.0,95.0,11,1.9
100.0,328.0,12,3.28
100.0,231.0,11,2.31
150.0,140.0,7,0.9333333333333333
100.0,438.0,14,4.38
53.0,124.0,9,2.339622641509434
100.0,231.0,11,2.31
150.0,591.0,11,3.94
100.0,68.0,7,0.68
100.0,231.0,11,2.31
100.0,310.0,12,3.1
115.0,450.0,14,3.9130434782608696
150.0,574.0,12,3.8266666666666667
100.0,257.0,11,2.57
100.0,215.0,9,2.15
50.0,115.0,7,2.3
100.0,400.0,14,4.0
100.0,180.0,8,1.8
50.0,158.0,11,3.16
100.0,328.0,12,3.28
50.0,164.0,12,3.28
100.0,220.0,9,2.2
100.0,437.0,14,4.37
100.0,437.0,14,4.37
150.0,246.0,8,1.64
100.0,437.0,14,4.37
100.0,200.0,8,2.0
100.0,106.0,7,1.06
100.0,400.0,14,4.0
150.0,530.0,11,3.533333333333333
100.0,246.0,11,2.46
100.0,328.0,12,3.28
100.0,252.0,11,2.52
150.0,600.0,14,4.0
100.0,241.0,11,2.41
150.0,656.0,14,4.373333333333333
100.0,241.0,11,2.41
100.0,437.0,14,4.37
100.0,252.0,11,2.52
100.0,437.0,14,4.37
56.0,197.0,14,3.517857142857143
375.0,738.0,7,1.968
115.0,427.0,14,3.7130434782608694
100.0,425.0,14,4.25
100.0,231.0,11,2.31
100.0,437.0,14,4.37
100.0,382.0,14,3.82
100.0,246.0,11,2.46
100.0,328.0,14,3.28
100.0,437.0,14,4.37
100.0,200.0,12,2.0
115.0,280.0,11,2.4347826086956523
100.0,400.0,14,4.0
100.0,100.0,7,1.0
100.0,210.0,9,2.1
113.0,308.0,12,2.725663716814159
100.0,109.0,7,1.09
100.0,428.0,14,4.28
100.0,108.0,11,1.08
100.0,246.0,11,2.46
100.0,328.0,12,3.28
100.0,437.0,14,4.37
113.0,270.0,11,2.3893805309734515
100.0,218.0,9,2.18
100.0,437.0,14,4.37
100.0,181.0,9,1.81
100.0,220.0,11,2.2
100.0,328.0,12,3.28
100.0,246.0,11,2.46
100.0,180.0,9,1.8
100.0,416.0,14,4.16
100.0,110.0,7,1.1
50.0,110.0,7,2.2
50.0,115.0,7,2.3
100.0,231.0,11,2.31
100.0,264.0,11,2.64
100.0,232.0,9,2.32
56.0,88.0,8,1.5714285714285714
100.0,235.0,9,2.35
100.0,438.0,14,4.38
100.0,250.0,11,2.5
100.0,383.0,14,3.83
100.0,247.0,11,2.47
100.0,437.0,14,4.37
100.0,321.0,11,3.21
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,437.0,14,4.37
50.0,42.0,7,0.84
50.0,113.0,11,2.26
20.0,80.0,14,4.0
100.0,328.0,12,3.28
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,437.0,14,4.37
115.0,213.0,9,1.8521739130434782
100.0,200.0,11,2.0
100.0,437.0,14,4.37
115.0,425.0,14,3.6956521739130435
100.0,182.0,8,1.82
100.0,440.0,14,4.4
100.0,246.0,11,2.46
50.0,147.0,12,2.94
113.0,500.0,14,4.424778761061947
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,218.0,9,2.18
115.0,250.0,11,2.1739130434782608
100.0,246.0,11,2.46
100.0,231.0,11,2.31
100.0,232.0,11,2.32
100.0,246.0,11,2.46
100.0,382.0,14,3.82
50.0,164.0,12,3.28
100.0,87.0,7,0.87
100.0,231.0,11,2.31
115.0,424.0,14,3.6869565217391305
57.0,280.0,14,4.912280701754386
100.0,219.0,9,2.19
100.0,232.0,9,2.32
100.0,240.0,11,2.4
100.0,464.0,14,4.64
100.0,246.0,11,2.46
100.0,210.0,11,2.1
100.0,400.0,14,4.0
125.0,255.0,9,2.04
100.0,399.0,14,3.99
100.0,400.0,14,4.0
100.0,400.0,14,4.0
113.0,374.0,12,3.309734513274336
100.0,383.0,12,3.83
100.0,240.0,11,2.4
100.0,450.0,14,4.5
100.0,400.0,14,4.0
100.0,328.0,11,3.28
100.0,437.0,14,4.37
100.0,273.0,14,2.73
100.0,437.0,14,4.37
100.0,273.0,11,2.73
100.0,246.0,11,2.46
20.0,92.0,14,4.6
100.0,437.0,14,4.37
50.0,116.0,9,2.32
50.0,115.0,8,2.3
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,231.0,11,2.31
100.0,229.0,11,2.29
60.0,250.0,14,4.166666666666667
100.0,459.0,14,4.59
100.0,181.0,8,1.81
100.0,438.0,14,4.38
100.0,400.0,14,4.0
100.0,462.0,14,4.62
100.0,438.0,14,4.38
50.0,329.0,12,6.58
150.0,492.0,12,3.28
100.0,383.0,14,3.83
100.0,153.0,7,1.53
100.0,252.0,9,2.52
100.0,365.0,14,3.65
50.0,218.0,14,4.36
100.0,437.0,14,4.37
40.0,103.0,7,2.575
100.0,394.0,14,3.94
50.0,98.0,9,1.96
100.0,246.0,11,2.46
100.0,437.0,14,4.37
50.0,215.0,14,4.3
100.0,246.0,11,2.46
100.0,175.0,8,1.75
50.0,186.0,12,3.72
50.0,196.0,14,3.92
100.0,286.0,12,2.86
200.0,440.0,9,2.2
100.0,437.0,14,4.37
100.0,106.0,7,1.06
100.0,460.0,14,4.6
115.0,412.0,14,3.582608695652174
113.0,280.0,9,2.47787610619469
100.0,191.0,8,1.91
100.0,220.0,9,2.2
100.0,437.0,14,4.37
100.0,435.0,14,4.35
100.0,231.0,11,2.31
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,328.0,12,3.28
100.0,273.0,11,2.73
100.0,246.0,11,2.46
45.0,80.0,8,1.7777777777777777
100.0,430.0,14,4.3
100.0,330.0,12,3.3
100.0,181.0,8,1.81
100.0,400.0,14,4.0
100.0,438.0,14,4.38
400.0,874.0,8,2.185
100.0,219.0,9,2.19
100.0,197.0,9,1.97
53.0,160.0,12,3.018867924528302
100.0,215.0,9,2.15
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,328.0,12,3.28
100.0,440.0,14,4.4
115.0,420.0,14,3.652173913043478
340.0,1619.0,14,4.761764705882353
40.0,150.0,12,3.75
115.0,437.0,14,3.8
100.0,231.0,11,2.31
100.0,328.0,12,3.28
100.0,438.0,14,4.38
50.0,88.0,7,1.76
100.0,240.0,11,2.4
50.0,120.0,8,2.4
100.0,224.0,11,2.24
115.0,410.0,14,3.5652173913043477
100.0,191.0,8,1.91
100.0,262.0,11,2.62
100.0,393.0,14,3.93
50.0,220.0,14,4.4
99.0,196.0,9,1.97979797979798
100.0,231.0,11,2.31
100.0,270.0,11,2.7
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,400.0,14,4.0
226.0,489.0,8,2.163716814159292
100.0,383.0,14,3.83
50.0,191.0,12,3.82
50.0,137.0,9,2.74
25.0,150.0,9,6.0
100.0,273.0,11,2.73
100.0,175.0,8,1.75
100.0,400.0,14,4.0
100.0,246.0,11,2.46
100.0,175.0,8,1.75
100.0,246.0,11,2.46
100.0,242.0,11,2.42
100.0,295.0,11,2.95
100.0,438.0,14,4.38
100.0,246.0,11,2.46
100.0,438.0,14,4.38
100.0,109.0,7,1.09
85.0,175.0,11,2.0588235294117645
100.0,400.0,14,4.0
100.0,246.0,11,2.46
100.0,186.0,9,1.86
100.0,186.0,8,1.86
100.0,437.0,14,4.37
100.0,365.0,14,3.65
100.0,274.0,12,2.74
100.0,246.0,11,2.46
100.0,404.0,12,4.04
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,291.0,11,2.91
25.0,65.0,11,2.6
113.0,250.0,11,2.2123893805309733
100.0,400.0,14,4.0
100.0,437.0,14,4.37
100.0,241.0,11,2.41
100.0,450.0,14,4.5
226.0,489.0,8,2.163716814159292
100.0,273.0,11,2.73
100.0,400.0,14,4.0
100.0,428.0,14,4.28
50.0,175.0,14,3.5
100.0,400.0,14,4.0
58.0,200.0,14,3.4482758620689653
100.0,231.0,11,2.31
170.0,350.0,11,2.0588235294117645
100.0,246.0,11,2.46
50.0,104.0,8,2.08
85.0,155.0,8,1.8235294117647058
100.0,438.0,14,4.38
100.0,438.0,14,4.38
50.0,180.0,11,3.6
100.0,227.0,11,2.27
100.0,437.0,14,4.37
100.0,437.0,14,4.37
100.0,421.0,14,4.21
100.0,231.0,11,2.31
100.0,437.0,14,4.37
50.0,164.0,11,3.28
100.0,436.0,14,4.36
100.0,437.0,14,4.37
115.0,250.0,11,2.1739130434782608
114.0,420.0,14,3.6842105263157894
100.0,274.0,12,2.74
100.0,437.0,14,4.37
100.0,437.0,14,4.37
400.0,962.0,7,2.405
50.0,131.0,14,2.62
50.0,159.0,12,3.18
113.0,430.0,12,3.8053097345132745
100.0,400.0,14,4.0
100.0,442.0,14,4.42
100.0,300.0,12,3.0
100.0,446.0,14,4.46
150.0,427.0,11,2.8466666666666667
100.0,246.0,11,2.46
100.0,196.0,8,1.96
100.0,245.0,11,2.45
100.0,438.0,14,4.38
100.0,437.0,14,4.37
80.0,219.0,11,2.7375
100.0,437.0,14,4.37
100.0,108.0,7,1.08
100.0,393.0,14,3.93
100.0,207.0,9,2.07
15.0,58.0,14,3.8666666666666667
50.0,122.0,11,2.44
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,400.0,14,4.0
100.0,328.0,12,3.28
100.0,459.0,14,4.59
100.0,270.0,11,2.7
100.0,246.0,11,2.46
100.0,438.0,14,4.38
100.0,400.0,14,4.0
100.0,210.0,9,2.1
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,328.0,12,3.28
100.0,459.0,14,4.59
100.0,481.0,14,4.81
100.0,246.0,11,2.46
113.0,171.0,9,1.5132743362831858
100.0,220.0,9,2.2
100.0,437.0,14,4.37
50.0,98.0,9,1.96
50.0,131.0,11,2.62
100.0,400.0,14,4.0
100.0,448.0,14,4.48
100.0,220.0,9,2.2
100.0,220.0,9,2.2
100.0,408.0,14,4.08
100.0,200.0,12,2.0
100.0,330.0,12,3.3
105.0,132.0,7,1.2571428571428571
57.0,115.0,11,2.017543859649123
115.0,238.0,11,2.0695652173913044
130.0,315.0,11,2.423076923076923
100.0,437.0,14,4.37
200.0,367.0,9,1.835
100.0,400.0,14,4.0
150.0,459.0,12,3.06
100.0,255.0,11,2.55
50.0,177.0,11,3.54
100.0,219.0,11,2.19
100.0,437.0,14,4.37
100.0,463.0,14,4.63
100.0,328.0,12,3.28
50.0,164.0,8,3.28
100.0,465.0,14,4.65
100.0,251.0,11,2.51
100.0,437.0,14,4.37
100.0,251.0,11,2.51
100.0,200.0,8,2.0
100.0,287.0,12,2.87
100.0,438.0,14,4.38
100.0,435.0,14,4.35
113.0,162.0,7,1.4336283185840708
100.0,437.0,14,4.37
100.0,196.0,8,1.96
25.0,77.0,12,3.08
100.0,399.0,14,3.99
100.0,246.0,11,2.46
100.0,230.0,9,2.3
100.0,246.0,11,2.46
50.0,98.0,8,1.96
20.0,85.0,14,4.25
100.0,230.0,11,2.3
100.0,246.0,11,2.46
100.0,400.0,14,4.0
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,328.0,12,3.28
100.0,437.0,14,4.37
115.0,413.0,14,3.591304347826087
100.0,202.0,9,2.02
100.0,241.0,9,2.41
100.0,400.0,14,4.0
100.0,438.0,14,4.38
100.0,394.0,14,3.94
100.0,436.0,14,4.36
115.0,378.0,14,3.2869565217391306
100.0,250.0,11,2.5
100.0,182.0,8,1.82
100.0,437.0,14,4.37
100.0,164.0,11,1.64
100.0,375.0,14,3.75
100.0,437.0,14,4.37
120.0,433.0,14,3.6083333333333334
50.0,190.0,14,3.8
50.0,89.0,11,1.78
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,231.0,11,2.31
50.0,250.0,14,5.0
100.0,435.0,14,4.35
38.0,110.0,14,2.8947368421052633
100.0,287.0,12,2.87
100.0,425.0,14,4.25
100.0,350.0,12,3.5
113.0,200.0,9,1.7699115044247788
250.0,728.0,11,2.912
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,106.0,7,1.06
100.0,219.0,9,2.19
100.0,182.0,8,1.82
100.0,438.0,14,4.38
100.0,400.0,14,4.0
100.0,252.0,11,2.52
100.0,450.0,14,4.5
50.0,103.0,11,2.06
100.0,437.0,14,4.37
100.0,106.0,7,1.06
100.0,231.0,11,2.31
100.0,437.0,14,4.37
100.0,437.0,14,4.37
115.0,250.0,11,2.1739130434782608
160.0,687.0,14,4.29375
126.0,480.0,12,3.8095238095238093
100.0,437.0,14,4.37
100.0,399.0,14,3.99
50.0,213.0,11,4.26
100.0,437.0,14,4.37
100.0,450.0,14,4.5
50.0,159.0,12,3.18
100.0,437.0,14,4.37
100.0,148.0,9,1.48
100.0,438.0,14,4.38
100.0,438.0,14,4.38
100.0,437.0,14,4.37
115.0,252.0,11,2.1913043478260867
115.0,250.0,11,2.1739130434782608
115.0,420.0,14,3.652173913043478
50.0,191.0,14,3.82
113.0,500.0,14,4.424778761061947
100.0,425.0,14,4.25
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,383.0,14,3.83
200.0,560.0,9,2.8
100.0,131.0,7,1.31
100.0,106.0,7,1.06
100.0,437.0,14,4.37
120.0,525.0,14,4.375
100.0,220.0,9,2.2
100.0,367.0,14,3.67
100.0,437.0,14,4.37
100.0,252.0,8,2.52
100.0,400.0,14,4.0
100.0,370.0,14,3.7
50.0,109.0,14,2.18
100.0,200.0,11,2.0
50.0,114.0,11,2.28
100.0,382.0,14,3.82
100.0,438.0,14,4.38
100.0,109.0,7,1.09
100.0,380.0,14,3.8
100.0,350.0,14,3.5
113.0,260.0,11,2.3008849557522124
100.0,246.0,11,2.46
100.0,437.0,14,4.37
100.0,182.0,8,1.82
100.0,437.0,14,4.37
100.0,231.0,11,2.31
100.0,164.0,7,1.64
100.0,200.0,11,2.0
100.0,218.0,9,2.18
100.0,437.0,14,4.37
170.0,670.0,14,3.9411764705882355
50.0,104.0,9,2.08
100.0,437.0,14,4.37
100.0,438.0,14,4.38
50.0,219.0,11,4.38
100.0,246.0,11,2.46
50.0,218.0,12,4.36
100.0,390.0,14,3.9
112.0,457.0,14,4.080357142857143
100.0,273.0,11,2.73
100.0,180.0,9,1.8
100.0,437.0,14,4.37
115.0,280.0,11,2.4347826086956523
25.0,137.0,14,5.48
100.0,273.0,8,2.73
50.0,191.0,14,3.82
100.0,463.0,14,4.63
115.0,200.0,9,1.7391304347826086
100.0,399.0,14,3.99
100.0,400.0,14,4.0
100.0,399.0,14,3.99
100.0,382.0,14,3.82
50.0,165.0,12,3.3
100.0,218.0,9,2.18
100.0,438.0,14,4.38
100.0,437.0,14,4.37
100.0,438.0,14,4.38
100.0,218.0,9,2.18
100.0,181.0,8,1.81
100.0,219.0,11,2.19
100.0,516.0,14,5.16
50.0,137.0,7,2.74
100.0,197.0,11,1.97
50.0,161.0,9,3.22
50.0,200.0,14,4.0
100.0,400.0,14,4.0
100.0,246.0,11,2.46
100.0,222.0,11,2.22
100.0,399.0,14,3.99
115.0,438.0,14,3.8086956521739133
100.0,255.0,11,2.55
113.0,280.0,11,2.47787610619469
100.0,281.0,11,2.81
100.0,437.0,14,4.37
100.0,279.0,11,2.79
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,400.0,14,4.0
100.0,273.0,11,2.73
100.0,232.0,11,2.32
100.0,365.0,14,3.65
100.0,218.0,9,2.18
100.0,231.0,11,2.31
100.0,438.0,14,4.38
10.0,53.0,11,5.3
100.0,362.0,14,3.62
100.0,235.0,11,2.35
100.0,410.0,14,4.1
100.0,109.0,7,1.09
100.0,380.0,14,3.8
100.0,400.0,14,4.0
100.0,465.0,14,4.65
100.0,400.0,14,4.0
100.0,232.0,11,2.32
25.0,101.0,12,4.04
100.0,153.0,8,1.53
100.0,437.0,14,4.37
115.0,335.0,11,2.9130434782608696
100.0,378.0,14,3.78
100.0,437.0,14,4.37
100.0,246.0,11,2.46
100.0,465.0,14,4.65
100.0,180.0,9,1.8
100.0,459.0,14,4.59
100.0,137.0,7,1.37
112.0,280.0,9,2.5
100.0,440.0,14,4.4
50.0,120.0,8,2.4
100.0,437.0,14,4.37
50.0,47.0,7,0.94
100.0,399.0,14,3.99
100.0,420.0,14,4.2
100.0,350.0,14,3.5
115.0,380.0,14,3.3043478260869565
100.0,410.0,14,4.1
50.0,81.0,11,1.62
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,262.0,11,2.62
50.0,109.0,9,2.18
100.0,166.0,8,1.66
115.0,200.0,9,1.7391304347826086
100.0,131.0,8,1.31
100.0,240.0,9,2.4
50.0,185.0,14,3.7
100.0,218.0,9,2.18
87.0,100.0,9,1.1494252873563218
90.0,200.0,9,2.2222222222222223
100.0,437.0,14,4.37
300.0,1154.0,14,3.8466666666666667
150.0,695.0,14,4.633333333333334
100.0,109.0,7,1.09
50.0,60.0,7,1.2
50.0,125.0,8,2.5
100.0,440.0,14,4.4
100.0,480.0,11,4.8
100.0,400.0,14,4.0
113.0,350.0,12,3.0973451327433628
250.0,132.0,7,0.528
50.0,80.0,8,1.6
50.0,100.0,11,2.0
100.0,328.0,11,3.28
100.0,274.0,11,2.74
50.0,75.0,8,1.5
85.0,400.0,14,4.705882352941177
100.0,260.0,14,2.6
100.0,400.0,14,4.0
100.0,150.0,7,1.5
100.0,438.0,14,4.38
25.0,130.0,12,5.2
48.0,88.0,9,1.8333333333333333
100.0,245.0,9,2.45
100.0,400.0,14,4.0
110.0,200.0,9,1.8181818181818181
113.0,190.0,8,1.6814159292035398
50.0,190.0,12,3.8
50.0,114.0,11,2.28
200.0,394.0,8,1.97
100.0,300.0,12,3.0
100.0,219.0,11,2.19
50.0,85.0,11,1.7
100.0,437.0,14,4.37
100.0,254.0,11,2.54
50.0,130.0,11,2.6
100.0,220.0,9,2.2
50.0,92.0,12,1.84
100.0,435.0,14,4.35
115.0,219.0,9,1.9043478260869566
100.0,382.0,14,3.82
100.0,383.0,14,3.83
120.0,525.0,14,4.375
100.0,517.0,14,5.17
100.0,438.0,14,4.38
100.0,437.0,14,4.37
150.0,695.0,14,4.633333333333334
50.0,93.0,8,1.86
100.0,180.0,9,1.8
100.0,328.0,12,3.28
100.0,328.0,12,3.28
50.0,126.0,9,2.52
100.0,220.0,9,2.2
150.0,325.0,9,2.1666666666666665
100.0,437.0,14,4.37
100.0,135.0,7,1.35
1000.0,2187.0,12,2.187
113.0,271.0,8,2.398230088495575
100.0,219.0,7,2.19
125.0,200.0,8,1.6
110.0,105.0,7,0.9545454545454546
100.0,301.0,11,3.01
100.0,268.0,9,2.68
50.0,176.0,14,3.52
100.0,245.0,11,2.45
100.0,438.0,14,4.38
100.0,246.0,11,2.46
100.0,400.0,14,4.0
100.0,273.0,11,2.73
113.0,180.0,9,1.592920353982301
100.0,437.0,14,4.37
100.0,110.0,7,1.1
85.0,250.0,9,2.9411764705882355
100.0,435.0,14,4.35
100.0,400.0,14,4.0
150.0,657.0,14,4.38
100.0,273.0,11,2.73
100.0,252.0,11,2.52
100.0,219.0,9,2.19
50.0,115.0,7,2.3
100.0,437.0,14,4.37
100.0,547.0,14,5.47
100.0,357.0,14,3.57
100.0,328.0,12,3.28
100.0,376.0,14,3.76
280.0,1200.0,14,4.285714285714286
100.0,400.0,14,4.0
100.0,230.0,11,2.3
100.0,400.0,14,4.0
100.0,383.0,14,3.83
50.0,191.0,11,3.82
25.0,122.0,14,4.88
100.0,492.0,14,4.92
50.0,108.0,11,2.16
50.0,175.0,9,3.5
50.0,220.0,14,4.4
50.0,77.0,7,1.54
50.0,173.0,11,3.46
100.0,219.0,7,2.19
50.0,131.0,12,2.62
50.0,85.0,8,1.7
100.0,440.0,14,4.4
50.0,200.0,12,4.0
50.0,87.0,7,1.74
114.0,480.0,14,4.2105263157894735
50.0,82.0,9,1.64
50.0,215.0,14,4.3
57.0,150.0,14,2.6315789473684212
50.0,165.0,12,3.3
50.0,93.0,8,1.86
227.0,490.0,8,2.158590308370044
50.0,164.0,12,3.28
25.0,60.0,9,2.4
100.0,220.0,9,2.2
100.0,164.0,8,1.64
120.0,100.0,8,0.8333333333333334
100.0,430.0,14,4.3
100.0,382.0,14,3.82
50.0,115.0,8,2.3
100.0,273.0,11,2.73
115.0,256.0,11,2.226086956521739
25.0,60.0,8,2.4
100.0,437.0,14,4.37
50.0,160.0,12,3.2
100.0,400.0,14,4.0
214.0,210.0,9,0.9813084112149533
100.0,462.0,14,4.62
100.0,430.0,14,4.3
50.0,109.0,11,2.18
50.0,110.0,9,2.2
50.0,195.0,14,3.9
100.0,200.0,9,2.0
150.0,410.0,11,2.7333333333333334
90.0,220.0,11,2.4444444444444446
50.0,112.0,11,2.24
100.0,220.0,9,2.2
160.0,450.0,11,2.8125
100.0,164.0,9,1.64
100.0,459.0,14,4.59
30.0,138.0,11,4.6
200.0,135.0,12,0.675
738.0,1600.0,9,2.168021680216802
255.0,315.0,9,1.2352941176470589
100.0,273.0,11,2.73
115.0,440.0,14,3.8260869565217392
100.0,459.0,14,4.59
100.0,440.0,14,4.4
100.0,164.0,8,1.64
100.0,137.0,7,1.37
100.0,172.0,9,1.72
100.0,220.0,11,2.2
100.0,435.0,14,4.35
100.0,262.0,11,2.62
50.0,139.0,12,2.78
50.0,211.0,14,4.22
40.0,99.0,12,2.475
56.0,200.0,14,3.5714285714285716
50.0,164.0,11,3.28
100.0,459.0,14,4.59
100.0,98.0,7,0.98
30.0,127.0,12,4.233333333333333
50.0,77.0,8,1.54
100.0,240.0,11,2.4
50.0,136.0,14,2.72
100.0,400.0,14,4.0
50.0,109.0,11,2.18
50.0,92.0,9,1.84
50.0,100.0,8,2.0
50.0,66.0,7,1.32
100.0,437.0,14,4.37
100.0,450.0,14,4.5
100.0,425.0,14,4.25
58.0,250.0,14,4.310344827586207
100.0,100.0,8,1.0
57.0,140.0,11,2.456140350877193
114.0,326.0,11,2.8596491228070176
50.0,109.0,11,2.18
144.0,250.0,9,1.7361111111111112
121.0,400.0,14,3.3057851239669422
50.0,98.0,7,1.96
50.0,66.0,7,1.32
50.0,71.0,7,1.42
100.0,425.0,14,4.25
100.0,437.0,14,4.37
50.0,142.0,14,2.84
50.0,177.0,12,3.54
100.0,420.0,14,4.2
100.0,437.0,12,4.37
227.0,560.0,11,2.4669603524229076
100.0,231.0,11,2.31
100.0,383.0,14,3.83
50.0,126.0,12,2.52
100.0,175.0,8,1.75
100.0,210.0,9,2.1
56.0,126.0,9,2.25
50.0,109.0,8,2.18
100.0,316.0,12,3.16
100.0,186.0,11,1.86
100.0,382.0,14,3.82
50.0,73.0,8,1.46
100.0,230.0,11,2.3
50.0,215.0,14,4.3
65.0,200.0,14,3.076923076923077
220.0,480.0,11,2.1818181818181817
113.0,420.0,14,3.7168141592920354
100.0,200.0,9,2.0
800.0,3000.0,14,3.75
100.0,327.0,12,3.27
100.0,231.0,11,2.31
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,437.0,14,4.37
113.0,170.0,7,1.5044247787610618
100.0,332.0,12,3.32
453.0,1250.0,11,2.759381898454746
100.0,322.0,12,3.22
50.0,82.0,8,1.64
100.0,400.0,12,4.0
50.0,120.0,8,2.4
30.0,70.0,11,2.3333333333333335
100.0,383.0,14,3.83
100.0,214.0,8,2.14
150.0,180.0,7,1.2
100.0,87.0,7,0.87
50.0,137.0,11,2.74
100.0,328.0,12,3.28
100.0,437.0,14,4.37
100.0,109.0,7,1.09
100.0,232.0,11,2.32
50.0,240.0,14,4.8
50.0,191.0,14,3.82
100.0,437.0,14,4.37
50.0,109.0,8,2.18
100.0,186.0,7,1.86
100.0,383.0,14,3.83
50.0,247.0,12,4.94
50.0,140.0,11,2.8
150.0,420.0,11,2.8
100.0,260.0,9,2.6
100.0,435.0,14,4.35
50.0,109.0,9,2.18
100.0,435.0,14,4.35
100.0,440.0,14,4.4
453.0,1050.0,11,2.3178807947019866
50.0,200.0,14,4.0
100.0,437.0,14,4.37
100.0,400.0,14,4.0
100.0,218.0,11,2.18
100.0,459.0,14,4.59
100.0,241.0,12,2.41
40.0,75.0,9,1.875
100.0,437.0,14,4.37
115.0,250.0,12,2.1739130434782608
400.0,874.0,8,2.185
100.0,241.0,11,2.41
60.0,180.0,11,3.0
100.0,438.0,14,4.38
200.0,820.0,12,4.1
50.0,164.0,12,3.28
100.0,287.0,12,2.87
70.0,220.0,12,3.142857142857143
100.0,516.0,14,5.16
40.0,112.0,11,2.8
50.0,93.0,7,1.86
100.0,85.0,7,0.85
100.0,213.0,11,2.13
100.0,196.0,8,1.96
50.0,98.0,11,1.96
50.0,187.0,14,3.74
100.0,436.0,14,4.36
100.0,437.0,14,4.37
50.0,142.0,11,2.84
150.0,284.0,8,1.8933333333333333
50.0,66.0,8,1.32
50.0,109.0,7,2.18
100.0,98.0,7,0.98
100.0,290.0,11,2.9
100.0,450.0,14,4.5
100.0,400.0,14,4.0
114.0,450.0,14,3.9473684210526314
50.0,137.0,9,2.74
100.0,420.0,14,4.2
50.0,104.0,14,2.08
90.0,328.0,11,3.6444444444444444
50.0,210.0,14,4.2
500.0,1531.0,12,3.062
100.0,438.0,14,4.38
100.0,238.0,11,2.38
100.0,175.0,8,1.75
100.0,437.0,14,4.37
100.0,180.0,8,1.8
100.0,437.0,14,4.37
180.0,200.0,7,1.1111111111111112
100.0,385.0,14,3.85
100.0,262.0,11,2.62
100.0,300.0,11,3.0
450.0,1500.0,12,3.3333333333333335
150.0,394.0,11,2.6266666666666665
100.0,229.0,11,2.29
100.0,198.0,8,1.98
100.0,415.0,14,4.15
114.0,153.0,7,1.3421052631578947
453.0,1250.0,12,2.759381898454746
50.0,93.0,8,1.86
25.0,75.0,12,3.0
25.0,74.0,12,2.96
100.0,185.0,9,1.85
100.0,182.0,8,1.82
50.0,103.0,7,2.06
50.0,95.0,8,1.9
100.0,364.0,12,3.64
25.0,98.0,14,3.92
100.0,400.0,14,4.0
100.0,250.0,11,2.5
100.0,100.0,8,1.0
50.0,180.0,12,3.6
50.0,207.0,14,4.14
100.0,425.0,14,4.25
50.0,93.0,7,1.86
75.0,230.0,11,3.066666666666667
50.0,131.0,11,2.62
50.0,120.0,8,2.4
100.0,220.0,9,2.2
100.0,240.0,9,2.4
50.0,109.0,11,2.18
100.0,245.0,11,2.45
50.0,225.0,11,4.5
85.0,150.0,9,1.7647058823529411
226.0,500.0,11,2.2123893805309733
100.0,383.0,14,3.83
50.0,190.0,14,3.8
98.0,213.0,11,2.173469387755102
50.0,131.0,11,2.62
50.0,164.0,9,3.28
50.0,126.0,7,2.52
100.0,246.0,11,2.46
150.0,750.0,14,5.0
100.0,450.0,14,4.5
100.0,285.0,12,2.85
100.0,170.0,8,1.7
50.0,119.0,11,2.38
100.0,181.0,11,1.81
200.0,404.0,8,2.02
100.0,220.0,9,2.2
50.0,175.0,12,3.5
50.0,191.0,14,3.82
150.0,552.0,11,3.68
76.0,150.0,8,1.9736842105263157
40.0,104.0,11,2.6
100.0,459.0,14,4.59
10.0,24.0,7,2.4
50.0,137.0,14,2.74
100.0,262.0,11,2.62
100.0,437.0,14,4.37
50.0,109.0,9,2.18
100.0,273.0,12,2.73
100.0,192.0,9,1.92
100.0,197.0,8,1.97
115.0,400.0,14,3.4782608695652173
150.0,427.0,12,2.8466666666666667
50.0,220.0,14,4.4
100.0,400.0,14,4.0
100.0,437.0,14,4.37
50.0,109.0,9,2.18
50.0,131.0,11,2.62
100.0,437.0,14,4.37
